,title,publication_date,abstract
891,Self-assembly of achiral monomer into left-handed helical polyanthracene nanofibers,2016-02-01,"Bionic control over the assembly of achiral molecules into chiral supramolecular architectures is challenging, and typically relies on preexisting templates. We demonstrated that anthracene monomers could self-assemble into polyanthracene (PA) nanofibers with well-defined left-handed helical nanoarchitectures under well-controlled conditions. The spontaneous formation of supramolecular helices might be ascribed to the steric constraints imposed by dehydrocyclization carried out at the 4,8 sites of the benzene ring of the anthracene monomer. Furthermore, high quality, few-layer graphene, derived from the chiral helical PA nanofibers, provided promising prospects and new ideas for functional materials synthesis and chirality amplification."
892,"Effect of DyO intergranular addition on microstructure and magnetic properties of (Nd, Dy)–Fe–B sintered magnets",2016-02-01,"Dy2O3 powders with high melting point and low cost have been added into the (Nd, Dy)–Fe–B sintered magnets. Strengthened local magnetocrystalline anisotropy induced by intergranular addition of Dy-containing sources is effective to simultaneously enhance coercivity and minimize remanence loss for Nd2Fe14B-type sintered magnets. In this work, the addition of Dy2O3 promotes the formation of Dy-enriched shells surrounding the 2:14:1 phase grains and reduces the grain size effectively. As a result, the magnetocrystalline anisotropy field H A of the outer regions of the matrix phase is strengthened, accompanied with reduction of local demagnetization stray fields. Enhanced coercivity H cj from 17.5 to 24.3 kOe has been achieved by the addition of 4.0 wt% Dy2O3. The existence of Dy2O3 is also beneficial to improve the grain alignment with the remanence B r maintained above 12.0 kGs. Optimized addition of 2 wt% Dy2O3 gives rise to maximized H cj/kOe+(BH)max/MGOe as a result of balanced coercivity enhancement and magnetic dilution effect. Intergranular addition of Dy2O3 exhibits great potential in producing Nd2Fe14B-based magnets with high coercivity and reduced material cost."
893,Graphene nanodiscs from electrochemical assisted micromechanical exfoliation of graphite: Morphology and supramolecular behavior,2015-12-01,"We report on the synthesis of graphene nanodiscs by electrochemical assisted micromechanical exfoliation of graphite sheet. High resolution electron micrographs show unique circular disc like polycrystalline graphene structures. The nanodiscs are transparent, range between 20–50 nm in diameter, consists 1–2 layers, do not fold, easily dispersed in aqueous ethanolic solution and exhibit supramolecular behavior of self assembly. The nanodiscs exhibit dual characteristics, viz., circular disc like structures when dispersed in aqueous ethanolic solution, and flake like structures when dehydrated. The article addresses in detail the intricate intrigues of the synthesis, characterization and its supramolecular behavior."
894,Microencapsulation and characterization of polyamic acid microcapsules containing -octadecane via electrospraying method,2015-12-01,"As an intermediate polymer of polyimide, polyamic acid (PAA) was synthesized by ternary copolymerization of pyromellitic dianhydride (PMDA), 4,4′-oxydianiline (4,4′-ODA) and 2,6-diaminoanthraquinone (2,6-DAAQ). Furthermore, spherical core/shell PAA/n-octadecane microcapsules were produced via coaxial electrospraying. The molecular structure of PAA was determined by fourier transformed infrared spectroscopy (FTIR) and 1H nuclear magnetic resonance (1H NMR). The morphology, microstructure and thermal properties of PAA microencapsulated n-octadecane were investigated by field-emission scanning electron microscopy (FE-SEM), wide-angle X-ray diffraction (WAXD), differential scanning calorimetry (DSC) and thermogravimetric analysis (TGA), respectively. The diameters of microcapsules ranged from 0.5 to 3 μm, and the surface morphology was influenced by the core (n-octadecane) solution feed rate. With core feed rate increasing, the surface of microcapsules turned from smooth and uniform to sags and crests, moreover, their mean diameter increased and then decreased. Meanwhile, the DSC results revealed that microcapsules had relatively high enthalpy (∼107 J/g) and associated by supercooling phenomenon. Due to the excellent thermal stability of shell materials, the 40% weight loss temperature of PAA microcapsules reached as high as 500 °C."
895,Ternary blend bulk heterojunction polymer solar cells based on double donors and single acceptor with ultra wideband absorption,2015-12-01,"We demonstrated the simple device configuration and low-cost processing technology of single-junction BHJ cells while inheriting the major benefit of incorporating multiple polymers in tandem cells. Ternary blend bulk heterojunction (BHJ) solar cells with high-band-gap PBDTTPD and low-band-gap PC20 BDTDPP as donor polymers, with phenyl-C61-butyric acid methyl ester (PC61 BM) as acceptor were studied. In this ternary blend BHJ, free charge carriers travel through their corresponding donor-polymer-linked channels and fullerene-enriched domain to the electrodes, and the ternary blend BHJ solar cells showed power conversion efficiencies of up to 5.16%. This added to the growing evidence that the use of ternary blends is a general and effective strategy for producing efficient organic photovoltaics manufactured in a single active-layer processing step."
896,Effect of collagen peptides-carboxymethyl chitosan microspheres on ultraviolet induced damages,2015-12-01,"Type I collagen peptides were prepared by hydrolysis of type I collagen protein with different enzyme combinations and this study found that the peptides obtained by papain/pepsin/trypsin combination hydrolysis were of the strongest anti-X-ray capability. The collagen peptides-carboxymethyl chitosan (CP-CMC-CaCl2) microspheres were prepared by emulsification method and used to investigate the effects on mice skin damages in vitro and in vivo. In vitro experiments indicated that the CP-CMC-CaCl2 microspheres had a protective effect on the X-ray irradiated damages of mice thymus lymphocytes. The mice skin surface texture morphological and histomorphological analysis showed a consistent result that the CP-CMC-CaCl2 microspheres played a certain role in the prevention of UV-B irradiated skin damages and could also improve ultraviolet prevention ability. Besides, the preventive function was better than its repair function. It is possible to improve the preventive function to skin photoaging and play a better effectiveness of cosmetic skin care by adding the CP-CMC-CaCl2 microspheres into make-up cosmetics as a natural antioxidant resource."
897,Mechanical and dynamic properties of nettle-polyester composite,2015-12-01,"This work deals with the use of Himalayan Nettle (a natural plant fiber) as a reinforcement in polyester resin matrix and characterisation of as-formed nettle-polyester composite. Tensile test on single nettle fibers revealed that the Young's modulus and tensile strength decrease with increase in fiber diameter, and chemical composition test results show that the fiber has higher content of cellulose, hemi-cellulose and lignin that result in better mechanical, biodegrading and thermal stability properties of the composite respectively. Characterization of mechanical properties of randomly-oriented short himalayan nettle fiber reinforced-polyester resin matrix composite was done using tensile, compression and flexural test results. New analytical models were developed considering the effects of orientation and variation of fiber diameters for the determination of Young's modulus and tensile strength. The models are found to yield results which are in good correlation with experimental results. Experimental modal analysis was carried out on cantilever beam specimens for determining material and material plus structural damping ratios using half power band-width method. At higher frequencies, the average damping ratios were found to be 4 to 10 times higher than polymer concrete, C.I. and steel materials. Morphological analysis of the composite (SEM) revealed the structure of the nettle fiber to be hollow, which helps to improve specific stiffness and vibration absorption ability."
898,"Formation, characterization, and properties of radiopaque TaC–C/C and ZrO–C/C composites",2015-12-01,"TaC-carbon/carbon composites and ZrO2-carbon/carbon composites were prepared by liquid-phase infiltration. Microstructure, phase, flexural strength, and radiopacity were examined using a scanning electron microscope, an X-ray diffractometer, an electronic universal testing machine, and a dental X-ray unit. Results showed that ZrO2 and TaC phases were formed in carbon/carbon composites during heat treatment because of decomposition and the reaction between Ta2O5 and C. The surface micrograph showed that TaC and ZrO2 particles were embedded in the carbon matrix. TaC-carbon/carbon composites and ZrO2-carbon/carbon composites displayed pseudoductile fracture behavior. Radiopaque properties of TaC-carbon/carbon composites and ZrO2-carbon/carbon composites increased with increased concentration of ethylate tantalum and zirconium acetate solutions. At 15 wt% concentration of these solutions, carbon/carbon composites were visible in biomedical X-ray."
899,Growth and spectral properties of Yb/Ho co-doped NaGd(MoO) crystal,2015-12-01,"A Yb3+/Ho3+ co-doped NaGd(MoO4)2 crystal was successfully grown by the Czochralski method. The crystal structure and lattice parameters were determined by the powder X-ray diffraction method. The absorption and fluorescence spectra of the crystal were investigated at room temperature. The refractive index of NaGd(MoO4)2 crystal was calculated according to the infrared-corrected Sellmeier equation. Based on the Judd-Ofelt theory, the intensity parameters Ω t  (t = 2, 4, 6) of Ho3+ were derived. The spontaneous transition probabilities, the fluorescent branching ratios and the radiative lifetimes of the main multiplets of Ho3+ ion were calculated as well. The stimulated emission cross section for the transition from 5 I 7 to 5 I 8 of Ho3+ was calculated to be 1.2320 × 10–20 cm–2 by the Füchtbauer-Ladenburg equation with the full width at half maximum of 117.8 nm."
900,Surface characterization of as-grown CeO cap layer morphology evolution and critical current density of post-deposited YBCO films,2015-12-01,"Cerium dioxide (CeO2) cap layers for high temperature superconducting coated conductors were fabricated on yttria-stabilized zirconia (YSZ) single crystal substrates via the unbalanced radio frequency (RF) magnetron sputtering method. YBa2Cu3O7–δ (YBCO) films were epitaxially deposited on the as-grown CeO2/YSZ (001) stacks using water-free metal organic deposition (MOD) method. The surface morphology evolution of CeO2 cap layers could be tuned by adjusting the sputtering pressure, from smooth and uniformly granular, to rough and composed of spindle-like islands. According to the atomic force microscopy (AFM) data, a monotonic relationship could be found between the root mean squared (RMS) roughness value and flat area fraction. The critical current density (J c) of the MOD-YBCO film varied significantly along with the CeO2 morphology evolution, caused by the degradation of YBCO film's epitaxial growth. It was found that the as-grown CeO2 cap layer deposited at 0.5 Pa could serve as a favorable template and did not require post-modification, on which YBCO film with J c of 1.92 MA/cm2 (77 K, self-field) could be obtained. The MOD process would be improved in our future study by parameter optimization to enhance the J c property of YBCO films."
901,Atmospheric pressure growth and optimization of graphene using liquid-injection chemical vapor deposition,2015-12-01,"Here we present a method to grow graphene on polycrystalline Cu and Ni foils by an atmospheric pressure thermal chemical vapor deposition process using liquid precursors. A syringe injection system is used to deliver the precursor into a horizontal tube furnace. Precise control over the injection rate and amount allow us to regulate the amount of active species taking part in graphene growth. The common aromatic solvent toluene is used to produce large area monolayer and few-layer graphene films on Cu and Ni, respectively. A parametric study of various growth parameters reveals that the graphene growth proceeds rapidly and that its quality depends strongly on the amount of hydrogen and injection rate of solvent. Our study highlights the feasibility of large-scale graphene growth using liquid precursors via precise control of the rate and amount of hydrocarbon injected, without the need for expensive vacuum pumps. Furthermore, our method has the potential to be extended to making doped graphene films by choosing the appropriate precursors."
902,Influence of NCO/OH and transesterified castor oil on the structure and properties of polyurethane: Synthesis and characterization,2015-10-01,"A series of polyurethane (MBPUs) with varying stoichiometric balance i.e., isocyanate (NCO): hydroxyl groups (OH) ratio (viz. 1:1, 1.2:1 and 1.4:1), was synthesized using transesterified castor oil and partially biobased isocyanate. The chemical properties, kinetics, thermal stability, morphology and mechanical properties of the MBPUs were analyzed systematically. FTIR results confirmed the synthesis of MBPUs and the increase in hydrogen bonding with the increase in NCO/OH molar ratio. A three step degradation mechanism for MBPU films was observed through TGA analysis. The DSC study revealed that the glass transition temperature (Tg ) increases with increase in NCO/OH molar ratio. Broad scattering halos observed from WAXD pattern of MBPU films revealed its amorphous nature. The phase separated surface morphology of MBPUs was noticed in SEM and AFM images. Flory Rehner Equation was used for determining the molecular weight between crosslinks and degree of crosslinking. From the mechanical analysis, it was inferred that the NCO/OH molar ratio had a profound effect on the tensile properties and modulus."
903,Effect of saccharides as carbon source on the synthesis and morphology of BC fine particles from carbothermal synthesis precursors,2015-10-01,"Crystalline boron carbide powder was synthesized by carbothermal reduction of the condensed product of boric acid and three different carbon sources, i.e., cellulose, glucose, and starch. The effects of structural homogeneity of precursors on the low-temperature synthesis of B4C powder were investigated on the basis of sacchridederiven structural development. The formation of condensed products was confirmed by FTIR and TGA analyses. The conditions suitable for preparation of precursors were optimized. The precursors obtained by thermal decomposition of condensed cellulose products had more homogeneous and fine structure composed of B2O3 and carbon fibers. The dispersion state of B2O3 in carbon matrix of precursors significantly affected the acceleration of synthesis reaction. The formation of B4C in the case of the cellulose precursor started at a temperature of about 1100 °C which is around 150–250 °C lower than that for glucose and starch precursors. The B4C formation completed for cellulose precursor at 1200 °C (one of the lowest temperatures reported for polymeric precursor route) within a short time because the diffusion of reacting species was favored by increasing the contact area of carbon fibers/B2O3. The B4C particles synthesized from glucose and starch precursors were polyhedral. The morphology of B4C particles, synthesized from cellulose precursor, transformed from polyhedral to equiaxed as the synthesis temperature was raised from 1150 °C to 1200 °C. The nitrogen physisorption measurements had revealed that the synthesized B4C powder exhibited the mesopores and the macropores, and the powder synthesized from cellulose precursor had the highest specific surface area among all the tested materials."
904,Self-supported Ag/AgCl nanoparticles incorporated polymeric multilayer films for reusable electrophotocatalyst,2015-10-01,"We describe here, synthesis and electrophotocatalytic activity of the nanocomposites of Ag/AgCl embedded in polymeric matrix. The nanocomposites were synthesized through a sequence of steps. First, polyelectrolyte multilayer (PEM) films of poly(allylamine hydrochloride) (PAH) and poly(acrylic acid) (PAA) were formed on ITO or glass slides. The multilayered films were then dipped into an aqueous solution of silver nitrate (AgNO3) under ambient conditions to incorporate Ag+ ions into the PEM films, in which Ag+ ions combine with Cl– ions of PAH to form AgCl nanoparticles. A part of AgCl was partially reduced by PAH to form metallic Ag in contact with AgCl. The composite materials were characterized by several microscopic and spectroscopic techniques. X-ray diffraction (XRD) and X-ray photoelectron spectroscopy (XPS) proved the simultaneous presence of Ag+ ions and metallic Ag in the films. The amount of Ag in the films was also quantified with inductively coupled plasma optical emission spectroscopy (ICPOES). The nanocomposites found application towards electrophotocatalytic degradation of the dye of methylene blue. Multiple hetero-junctions created in the ternary composite synergistically enhance the photocatalytic activity. Since the catalyst is prepared in the form of film, it can be readily separated from the experimental set up and can be reused. As a result, it shows minimum loss of catalytic activity after five cycles. In addition, the catalyst can degrade colorless organic contaminant of 2-chlorophenol."
905,Improved nanomechanical properties of hydrogenated tetrahedral amorphous carbon films measured with ultra low indentation load,2015-10-01,"This paper reports the nanomechanical properties of as grown and hydrogenated tetrahedral amorphous carbon (ta-C, ta-C: H) films deposited by S-bend filtered cathodic vacuum arc technique measured with 1.4 mN load. It has been found that the hydrogenation of ta-C film improved the nanomechanical properties. Maximum hardness (H) of 38.15 GPa (with improvement of ∼80%) has been obtained for ta-C: H film deposited at a hydrogen partial pressure of 1.4 × 10–1 Pa and maximum elastic modulus (E) value of 410.1 GPa has been obtained when the hydrogen partial pressure reduced to 7.4 × 10–3 Pa. The plastic index parameter (H/E) of ta-C: H film (0.11) is found to be superior to that of ta-C film (0.073), which is a measure of wear resistance for coating applications. The improved H/E of ta-C: H films may be due to the passivation of surface defects and favorable formation of sp3 hybridized bonds."
906,"NiO–CeO nano-catalysts: Synthesis, characterization and application in catalytic wet air oxidation of wastewater",2015-10-01,"The NiO–CeO2 nano-catalysts, prepared by co-precipitation were investigated in catalytic wet air oxidation of paper industry wastewater. The structural, micro-structural and textural properties of catalysts were studied by XRD, FT-IR, N2-sorption, TGA, FE-SEM, TEM and EDS techniques. The prepared NiO–CeO2 nano-catalysts exhibited good activity at mild operating conditions of 90 °C and 1 atm. The catalytic activity was found to be increased with increasing Ni content, and the maximum removal efficiency (COD, 62%; color, 75%) was obtained with Ce40Ni60 nano-catalyst. The increased biodegradability from 0.27 to 0.42 proved the feasibility of CWAO in degradation of non-biodegradable compounds. The overall reactions during CWAO were found to follow the first order kinetics in terms of COD and color removal."
907,Immobilization of BiO nanoparticles on the cellulose fibers of paper matrices and investigation of its antibacterial activity against  in visible light,2015-10-01,"Bismuth oxide (Bi2O3) nanoparticles of diameters in the range of 30 to 100 nm have been immobilized on the cellulose fibers of the paper matrices by a facile single step in situ method. These paper matrices were employed to study the antibacterial activity against Escherichia coli in visible light. The Bi2O3 contents in the paper matrices were varied from 0 to 5 wt% and its effect on the antibacterial activity has been investigated. It has been observed that the paper matrices with 5 wt% Bi2O3 could inhibits a complete E. coli growth in 9 h of visible light exposure with an initial bacterial count of 431 × 105 CFU mL–1. The structural and microstructural characterization of the Bi2O3 nanoparticles and the paper matrices were carried out by FESEM, XRD and FTIR etc."
908,Glycine-assisted preparation of CoO nanoflakes with enhanced performance for non-enzymatic glucose sensing,2015-10-01,"In this study a simple, inexpensive and efficient route is proposed to synthesise attractive cobalt oxide (Co3O4) nanostructures using glycine as an effective growth controller and regulator. The as-synthesised Co3O4 nanostructures were observed to possess unique nanoflake shape morphological features with highly dense distribution. The formation of Co3O4 nanoflakes (Co3O4 NFKs) was elaborately explored using X-ray diffraction (XRD), X-ray photoelectron spectroscopy (XPS), and Scanning electron microscopy (SEM) respectively. The unique Co3O4 nanoflakes were known to possess excellent electro-catalytic potential for the oxidation of glucose in alkaline medium. This potential property allowed successful development of highly sensitive (1180 μA mM–1 cm–2), selective and stable non-enzymatic glucose sensor. In addition, the developed sensor had a wide working range (0.1–5.0 mM), low limit of detection (0.7 M), and excellent reproducibility, besides the capability of analysing real blood glucose samples."
909,Degradation of mixed dyes in aqueous wastewater using a novel visible light driven LiMgMnO photocatalyst,2015-10-01,"A simple and modified sol–gel method was employed for the synthesis of LiMg0.5Mn0.5O2 and it was further investigated as the photocatalyst under visible light irradiation. LiMg0.5Mn0.5O2 was characterized using various analytical techniques in order to understand its phase confirmation, optical properties, morphology and chemical composition. The color of the LiMg0.5Mn0.5O2 was dark brown as it could be expected from its absorption spectrum. The bandgap energy of LiMg0.5Mn0.5O2 was estimated as 1.42 eV and therefore it would respond under visible light. The photocatalytic activity of LiMg0.5Mn0.5O2 was assessed based on the mixed aqueous solutions containing methylene blue (MB) and methyl orange (MO) under visible light. The photocatalyst showed preferential decomposition of MO in comparison to MB in the mixed dye solution. Different scavenger tests were carried out to detect the reactive species, responsible for the degradation of dyes and the possible photocatalytic degradation mechanism was also discussed."
910,Surface energy modification of a Na-mordenite thin layer treated by an alkaline solution,2015-10-01,"The determination of the surface free energy of zeolite membranes is a key parameter to determine the solutes affinity with the active filtration layer. Flat mordenite (MOR-type) zeolite membranes were synthesized on α-alumina platelets by deep coating methodology. These membranes have undergone an alkali treatment. Surface and textural characterizations were performed before and after the mild alkali treatment in order to evaluate the modifications of the zeolite structure, surface charge and polarity. Results showed that the mild alkali treatment increases the hydrophilicity of Na-mordenite surface. The OWRK (Owens, Wendt, Rabel and Kaelble) method allowed following the variation of the polar component of the free energy due to the extraction of silicon atoms from the zeolite framework. These results contribute strongly in the understanding of mass transport in porous tubular ultrafiltration (UF)/nanofiltration (NF) zeolite membranes."
911,Doping the LiTiO lattice with extra-large anions,2015-10-01,"Doping is always serving as an effective way to improve the performance of electrode materials of lithium ion batteries (LIBs). This study reports the synthesis of a well-defined Li4Ti5O12–  x Br x  anode (x= 0–0.4) using a conventional solid-state reaction method. Atomic resolution scanning transmission electron microscopy revealed that the large-radius Br dopant was uniformly distributed and occupied the specific locations of oxygen ions in spinel Li4Ti5O12 leading to slight lattice expansion. A density functional theory calculation (DFT) further confirmed the obtained experimental results and demonstrated the change of the local fine structure due to the large radius of the dopant Br. The electrochemical performance of the Br-doped Li4Ti5O12 was improved, as confirmed by both theoretical calculations and experimental results. These results provide new insights into improving the electrochemical performance of electrode materials for lithium ion batteries by introducing large-radius anions."
912,"Three-dimensionally macroporous, Si and N-incorporated graphene aerogels for gas adsorbents",2015-10-01,"Three-dimensionally macroporous, Si and N-incorporated graphene aerogels (3D SN-rGOAs) are successfully fabricated through a self-assembly, vapor deposition of (3-aminopropyl)triethoxysilane (APTES), and thermal treatment for gas adsorption applications. As investigated by spectroscopic methods, the interaction between oxygen-containing groups of GO and APTES results in the uniform incorporation of Si and N atoms on the surface of 3D SN-rGOAs. The resulting SN-rGOAs are composed of the 3D interconnected macroporous structures with the mesoporosity by means of the reorganization of rGO sheets. The existence and distribution of Si and N atoms are characterized and their atomic compositions are 6.19 and 4.24%, respectively. Even after the incorporation of Si and N atoms, the surface area and pore volume of SN-rGOAs are slightly larger than those of pristine rGOAs due to thermal treatment at 900 °C, which also promotes the further restoration of sp2 conjugation. The as-obtained SN-rGOAs show a dramatic improvement in the adsorption capacities and kinetics of CO2 and SO2 because of the existences of Si and N atoms and 3D macroporous continuity."
913,Electrochemical impedance spectroscopic study of single-stranded DNA-immobilized electroactive polypyrrole-coated electrospun poly(-caprolactone) nanofibers,2015-08-01,"Electrochemical impedance spectroscopy study of electroactive poly(ε-caprolactone)/polypyrrole (PCL/PPy) electrospun nanofibers which are functionalized with single-stranded DNA (ssDNA) were performed for the first time. PCL nanofibers which have high loading capacity for bioactive molecules were fabricated by electrospinning. ssDNA were immobilized onto PCL/PPy nanofibers following to pyrrole (Py) polymerization on electrospun PCL nanofibers. Electrochemical impedance spectroscopy (EIS) and equivalent electrical circuit modeling was used to investigate the changes in interfacial electrical properties of PCL/PPy nanofibers that arise from ssDNA immobilization, and hybridization with complementary and non-complementary DNA sequences. The surface morphology of the DNA immobilized PCL/PPy nanofibers become rough and the fiber diameters were increased. Elemental analyses and EDX-mapping showed that the ssDNA was evenly distributed on the surface of the nanofibers. Charge transfer resistance (Rct) of ssDNA/PPy/PCL nanofibers were decreased with the increasing concentrations of immobilized DNA. After hybridization with fully complementary DNA, significant decreased in charge transfer resistance and solution resistance was observed due to change of surface charge of nanofibers and conformation of DNA during the hybridization process. PCL/PPy nanofiber mats were found to be promising materials which would be used in electrochemical biosensor applications."
914,Preparation of anti-reflection glass surface with self-cleaning and anti-dust by ammonium hydroxide hydrothermal method,2015-08-01,"A simple method to prepare glass surface with anti-reflection and self-cleaning by ammonium hydroxide solution hydrothermal process is reported here. The transmittance of glass in visible light is enhanced from 91% to 98% in the wavelength range of 450∼550 nm after the treatment. The maximal increase of transmittance is as high as 7.3% near 500 nm wavelength (double-sided surfaces). Scanning electron microscope results showed that different porous nanostructured layers are formed, including massive bulges, networked irregular nanoflakes and worm-eaten nanoflakes, under different treatment conditions. The thickness of nanostructured layers will increase with the extending of treatment temperature and time. We also demonstrated that the treated glass surface under the optimized condition has not only high light transmittance and superhydrophilicity, but also better anti-dust property."
915,Mechanical properties of inorganic solidified foam for mining rock fracture filling,2015-08-01,"The mechanical properties of inorganic solidified foam (ISF) including the elastic compressive strength, modulus of elasticity, crushing engineering stress, plateau engineering stress and dense strain were investigated using the electrical universal testing machine. The elastic compressive strength and modulus of elasticity for ISF increased first and then decreased, reached a maximum value when the fly ash content was 30 wt%. The effect of fly ash content on the elastic compressive strength and modulus of elasticity was analyzed by measurement of bubble size distribution and scanning electron microscopy of the pore walls. Based on previous research into the mechanical properties of cement-based foam materials, a well-fitted exponential correlation of the density and porosity characteristics against elastic compressive strength and modulus of elasticity was established. The relationship between elastic compressive strength and modulus of elasticity can be expressed as a power function with the index less than 1. The engineering stress versus strain curves at low strain rates showed three clear regions: elastic, plastic plateau and dense regions. By analyzing the crushing engineering stress, dense strain, density and other parameters, and combining these with systematic test results, a phenomenological compressive constitutive model of this material was established and verified."
916,Colorimetric sensor for detection of Hg in aqueous samples utilizing rhodamine B hydrazide-modified silica,2015-08-01,"A colorimetric sensor for Hg2+ preliminary screening in aqueous samples has been successfully developed. The sensor consisted of rhodamine B hydrazide attached to silica gel solid support. In the presence of Hg2+ the color of the sensor changed from colorless to pink. Importantly, the sensor exhibited high selectivity to Hg2+ detection with negligible interference of other metal ions. The developed sensor are practical for an on-site preliminary screening of Hg2+ in aqueous samples from industrial wastes or environments due to the ease of the synthetic method, high stability, adequate sensitivity and high selectivity for Hg2+."
917,A simple large-scale method for preparation of g-CN/SnO nanocomposite as visible-light-driven photocatalyst for degradation of an organic pollutant,2015-08-01,"In this work, we report a simple large-scale method for preparation of g-C3N4/SnO2 nanocomposite as visiblelight-driven photocatalyst. The nanocomposite was prepared by a facile refluxing method at 96 °C for one hour using g-C3N4, SnCl4, and NaOH as the starting materials. The prepared samples were characterized by X-ray diffraction, transmission electron microscopy, scanning electron microscopy, energy dispersive analysis of X-rays, X-ray photoelectron spectroscopy, diffuse reflectance spectroscopy, Fourier transform-infrared spectroscopy, and photoluminescence (PL) techniques. Photocatalytic activity of the samples was investigated by degradation of rhodamine B (RhB) under visible-light irradiation. The degradation rate constant of RhB on g-C3N4 (90%)/SnO2 nanocomposite is about 2.1 and 9.3-fold higher than those of g-C3N4 and SnO2, respectively. Increase of the photocatalytic activity was related to the separation of electron–hole pairs, confirmed by PL technique. Moreover, the degradation rate constant was initially increased with refluxing time up to one hour and then decreased. It was found that superoxide ions and holes are the main reactive species in the degradation reaction. This work can be applied for preparation of other visible-light-driven photocatalysts based on g-C3N4."
918,Photocatalytic properties of Graphene-SnO-PMMA nanocomposite in the degradation of methylene blue dye under direct sunlight irradiation,2015-08-01,"Graphene-SnO2-PMMA nanocomposite has been prepared by one-pot synthesis. The prepared composite has been subjected to XRD, HR-TEM, FT-IR, XPS, Raman spectroscopy TGA and BET analyses. The average particle size of the SnO2 in the nanocomposite was 5 nm. The Raman spectra showed the intensity ratio of 1.2 for Graphene-SnO2-PMMA nanocomposite. Photocatalytic property has been studied by the degradation of Methylene blue (MB) dye under the UV, visible and sunlight irradiations. The results reveal that the sunlight irradiation facilitates the degradation of MB dye at a minimum time interval (60 min) compared to the time taken for the UV and visible light irradiations for the same process. Finally, 99% of the Methylene blue dye were degraded under the sunlight irradiation."
919,Effect of CuO coating layer on the formation of single sized L1 FePt magnetic nanoparticles,2015-08-01,"Monodisperse FePt nanoparticles with an average diameter of 4.2 nm were successfully synthesized using the chemical polyol process via co-reduction of Fe(acac)3 and Pt(acac)2 precursors. To achieve hard ferromagnetic behavior with L10 phase and face center tetragonal (fct) structure, high temperature annealing was performed. Annealing resulted in decomposition of the surfactants surrounding the particles; therefore, the particles agglomerated together. In this situation, FePt nanoparticles gathered together, and their size became larger. In this work, for the first time, Cu2O oxide with a high melting point was used as a shell around each FePt nanoparticle in order to prevent the agglomeration process. As a result, coercivity (Hc) of FePt and FePt/Cu2O nanoparticles after annealing at 750 °C were equal to 10 and 4.5 kOe, respectively. According to the experimental data we discussed the increase in the coercivity of FePt nanoparticles by increasing annealing temperature. The model is based on the spin-glass like behavior of these particles during annealing procedure. Random exchange and magneto crystalline anisotropy effects are known as the main results of coercivity reduction in magnetic nano particles. These effects are strongly dependent to the annealing temperature of nanoparticles. During disorder–order transition, these two effects are max. As transition continues, these effects vanish and coercivity of nanoparticles increases. Here we will add these two effects to the Hamiltonian of FePt system. The results are in a good agreement with experimental data."
920,Preparation of novel YBiO/BiO heterostructured composite with high visible light photocatalytic activity,2015-08-01,"The highly efficient, visible light responsive composite photocatalyst, YBiO3/Bi2O3 was first prepared by a combination of the precipitation and hydrothermal method. The formation of YBiO3/Bi2O3 heterostructure was confirmed by X-ray diffraction (XRD), field emission scanning electron microscopy (FESEM) and high-resolution transmission electron microscopy (HRTEM). Compared to pure Bi2O3, UV-vis diffuse reflection spectroscopy (DRS) results revealed that the composite exhibits characteristic absorption bands due to the interaction of Bi2O3 and YBiO3 in the heterostructure. Methyl orange (MO) degradation experiments showed that the heterostructured YBiO3/Bi2O3 had a notably higher photocatalytic activity than the individual Bi2O3 under visible light. All experimental results showed that the heterostructure was not only responsible for the high photocatalytic activity but also played a vital role in improving the separation of photo-induced electrons and holes. A possible mechanism for the enhanced photocatalytic activity was proposed."
921,Microstructure evolution and mechanical behavior of the Ni/NiAl interface under thermal-mechanical coupling,2015-08-01,"Molecular dynamics (MD) simulations are used to understand the microstructure evolution and mechanical behavior of the Ni/Ni3Al interface under thermal-mechanical coupling. The results indicate that the shapes of dislocation networks of the laminated model and the sandwich model are the symmetrical π-shaped and the symmetrical double-deck π-shaped respectively. We find that the rod dislocation only exists in the sandwich model. The critical shear stress of laminated model is larger than the sandwich model's. The stress and potential energy of dislocation network are larger than other places in the Ni/Ni3Al interface. Moreover, slip systems of the laminated model and the sandwich model are {111}(101), {111}(011), {111}(101) and {111}(011)."
